director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title
Florian Henckel von Donnersmarck,Drama Thriller,Sebastian Koch,Ulrich Mühe,Martina Gedeck,The Lives of Others
Alex Kendrick,Drama,Ben Davies,Alex Kendrick,T.C. Stallings,Courageous
Robert Rossen,Drama Sport,George C. Scott,Jackie Gleason,Murray Hamilton,The Hustler
Jack Conway,Adventure Drama Romance Western,Hedy Lamarr,Spencer Tracy,Claudette Colbert,Boom Town
Sylvain Chomet,Animation Comedy Drama,Michel Robin,Charles Linton,Béatrice Bonifassi,The Triplets of Belleville
Chris Eyre,Comedy Drama,Michael Greyeyes,Irene Bedard,Gary Farmer,Smoke Signals
Shari Springer Berman,Biography Comedy Drama,Josh Hutcherson,James Urbaniak,Daniel Tay,American Splendor
Richard Linklater,Drama Romance,Vernon Dobtcheff,Albert Delpy,Marie Pillet,Before Sunset
Alejandro G. Iñárritu,Drama Thriller,Adriana Barraza,Jorge Salinas,Goya Toledo,Amores Perros
Catherine Hardwicke,Drama,Holly Hunter,Sarah Clarke,Kip Pardue,Thirteen
Elia Kazan,Drama Romance,Dean Stockwell,Celeste Holm,John Garfield,Gentleman's Agreement
Debra Granik,Drama,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,Winter's Bone
Kevin Macdonald,Adventure Documentary Drama Sport,Nicholas Aaron,Brendan Mackey,Joe Simpson,Touching the Void
Henry King,Drama Musical Romance,Tyrone Power,Don Ameche,John Carradine,Alexander's Ragtime Band
Miranda July,Comedy Drama,Najarra Townsend,Brad William Henke,Miranda July,Me and You and Everyone We Know
Charles Ferguson,Crime Documentary,Matt Damon,George W. Bush,Barney Frank,Inside Job
Max Joseph,Drama Music Romance,Vanessa Lengies,Emily Ratajkowski,Jonny Weston,We Are Your Friends
Jim Jarmusch,Action Crime Drama Thriller,Henry Silva,Gano Grills,Richard Portnow,Ghost Dog: The Way of the Samurai
David Ayer,Action Crime Drama Thriller,J.K. Simmons,Christian Bale,Noel Gugliemi,Harsh Times
Jerry Jameson,Crime Drama Thriller,David Oyelowo,Leonor Varela,Sydelle Noel,Captive
Steven Soderbergh,Comedy Romance,Julia Roberts,Enrico Colantoni,Blair Underwood,Full Frontal
Kevin Tenney,Horror Mystery Thriller,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,Witchboard
Not Available,Comedy,Stephen Colbert,Amy Sedaris,Maria Thayer,Strangers with Candy
Kenneth Branagh,Drama,Julie Christie,Brian Blessed,Richard Briers,Hamlet
John Cameron Mitchell,Comedy Drama Romance,Sook-Yin Lee,Peter Stickles,Raphael Barker,Shortbus
Ari Folman,Animation Biography Documentary Drama History War,Ari Folman,Ronny Dayag,Zahava Solomon,Waltz with Bashir
Gary Rogers,Adventure,Noah Danby,Kirby Heyborne,Bruce Newbold,"The Book of Mormon Movie, Volume 1: The Journey"
Charles Ferguson,Documentary War,Campbell Scott,Dick Cheney,Donald Rumsfeld,No End in Sight
Marielle Heller,Drama Romance,Alexander Skarsgård,David Fine,Austin Lyon,The Diary of a Teenage Girl
Not Available,Comedy Drama Romance,Anne Hathaway,Jon Tenney,Debrah Farentino,Get Real
David Sington,Documentary History,John F. Kennedy,Buzz Aldrin,Neil Armstrong,In the Shadow of the Moon
Kelly Reichardt,Drama Western,Bruce Greenwood,Zoe Kazan,Shirley Henderson,Meek's Cutoff
Fenton Bailey,Biography Documentary History,Hugh M. Hefner,Bill Maher,Linda Lovelace,Inside Deep Throat
Bob Giraldi,Crime Drama Romance,Danny Aiello,Manny Perez,Ajay Naidu,Dinner Rush
Jill Sprecher,Comedy Drama,Alanna Ubach,Bob Balaban,Jamie Kennedy,Clockwatchers
Huck Botko,Comedy,Matt Bennett,Krysta Rodriguez,Zack Pearlman,The Virginity Hit
Luc Besson,Comedy Drama Thriller,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade,Subway
David Duchovny,Comedy Drama,Robin Williams,Mark Margolis,Frank Langella,House of D
Mitchell Lichtenstein,Comedy Fantasy Horror Thriller,Jess Weixler,Nathan Parsons,John Hensley,Teeth
Lance Mungia,Action Adventure Comedy Drama Music Sci-Fi,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,Six-String Samurai
Kundan Shah,Action Comedy Romance Thriller,Karisma Kapoor,Bobby Deol,Shakti Kapoor,Hum To Mohabbat Karega
Michael Dowse,Biography Comedy Drama Music,Paul Kaye,Neil Maskell,Kate Magowan,It's All Gone Pete Tong
Hue Rhodes,Comedy Drama,Peter Dinklage,Steve Buscemi,Romany Malco,Saint John of Las Vegas
Shane Meadows,Comedy Drama Romance Sport,Bob Hoskins,Annette Badland,Karl Collins,24 7: Twenty Four Seven
Roland Emmerich,Drama,Jeremy Irvine,Caleb Landry Jones,Matt Craven,Stonewall
Not Available,Comedy Drama Sci-Fi,Joe Morton,Colin Ferguson,Salli Richardson-Whitfield,Eureka
Jugal Hansraj,Animation Comedy Family Romance,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,Roadside Romeo
Danny Provenzano,Crime Drama,Vincent Pastore,Frank Vincent,Chuck Zito,This Thing of Ours
Bill Muir,Adventure Family Fantasy,Alex Kendrick,Jansen Panettiere,Tiya Sircar,The Lost Medallion: The Adventures of Billy Stone
Richard LaGravenese,Comedy Drama Musical Romance,Anna Kendrick,Jeremy Jordan,Charly Bivona,The Last Five Years
Noah Buschel,Drama,Merritt Wever,Amy Ryan,Paul Adelstein,The Missing Person
Brian Yuzna,Horror Romance Sci-Fi,Melinda Clarke,Kent McCord,Sarah Douglas,Return of the Living Dead III
Hunter Richards,Drama Romance,Jason Statham,Chris Evans,Dane Cook,London
Laurie Collyer,Drama,Brad William Henke,Kate Burton,Michelle Hurst,Sherrybaby
Bruce McCulloch,Comedy Crime,Martin Starr,Megan Mullally,Chris Penn,Stealing Harvard
Aaron Hann,Drama Horror Mystery Sci-Fi Thriller,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau,Circle
James Watkins,Horror Thriller,Michael Fassbender,Jack O'Connell,Lorraine Stanley,Eden Lake
Catherine Hardwicke,Thriller,Frances Fisher,James Kyson,Marlene Forte,Plush
Phil Claydon,Action Comedy Fantasy Horror,MyAnna Buring,James Corden,Silvia Colloca,Vampire Killers
Ralph Ziman,Action Crime Drama,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,Gangster's Paradise: Jerusalema
John Simpson,Crime Drama Thriller,Colin Salmon,Lee Evans,Ian McNeice,Freeze Frame
Colin Minihan,Horror,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,Grave Encounters
Conor McMahon,Comedy Horror,Peter McQuinn,Tommy Knight,Jemma Curran,Stitches
Chris Shadley,Crime Drama Horror Mystery Thriller,Daniel Baldwin,William Lee Scott,Marc Macaulay,Nine Dead
Simon Napier-Bell,Documentary,Alice Cooper,Tim Rice,Louis Walsh,"To Be Frank, Sinatra at 100"
Woody Allen,Comedy,Woody Allen,Charlotte Rae,Louise Lasser,Bananas
Simon Yin,Thriller,Paul Sheehan,Linus Roache,Kathy Uyen,Supercapitalist
Jeff Crook,Action Crime Drama Thriller,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,Rockaway
Not Available,Comedy Drama,Steven Weber,Tim Daly,Amy Yasbeck,Wings
Orson Welles,Crime Drama Film-Noir Mystery Thriller,Rita Hayworth,Everett Sloane,Ted de Corsia,The Lady from Shanghai
Dave Payne,Horror Thriller,Mircea Monroe,Lew Temple,Robert Pine,No Man's Land: The Rise of Reeker
James Cox,Crime Drama,Jake Gyllenhaal,M.C. Gainey,Mark Rolston,Highway
Jonas Åkerlund,Comedy Crime Drama,Noel Gugliemi,Saffron Burrows,Matt Lucas,Small Apartments
Brad Copeland,Comedy,Sunil Narkar,Ben Schwartz,Glenn Howerton,Coffee Town
Paul Bunnell,Comedy Fantasy Musical Sci-Fi,Kate Maberly,Kevin McCarthy,Paul Williams,The Ghastly Love of Johnny X
Phil Morrison,Comedy Drama,Sally Hawkins,Curtiss Cook,Peter Hermann,All Is Bright
Harald Reinl,Horror Mystery,Christopher Lee,Lex Barker,Karin Dor,The Torture Chamber of Dr. Sadism
James Cox,Comedy Drama,Jon Mack,Powers Boothe,Josh Meyers,Straight A's
Richard Lester,Comedy Musical,Buster Keaton,Zero Mostel,Phil Silvers,A Funny Thing Happened on the Way to the Forum
Michael Moore,Documentary,Michael Moore,Eddie Vedder,Steve Earle,Slacker Uprising
Tanner Beard,Action Adventure History Western,William McNamara,Kevin Alejandro,Glenn Morshower,The Legend of Hell's Gate: An American Conspiracy
Scott Dow,Comedy Horror,Trenton Rostedt,Wray Crawford,Dave Sheridan,The Walking Deceased
Derick Martini,Drama Horror Mystery Thriller,Kevin Zegers,Bella Heathcote,Tom Arnold,The Curse of Downers Grove
Jerry Dugan,Thriller,Melissa Bolona,Michael Aaron Milligan,James Chalke,Shark Lake
Tim Hunter,Crime Drama,Keanu Reeves,Daniel Roebuck,Ione Skye,River's Edge
Michael Polish,Drama Fantasy,Peter Coyote,Anthony Edwards,Jon Gries,Northfork
William Kaufman,Action Thriller,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,The Marine 4: Moving Target
Rodrigo Cortés,Drama Mystery Thriller,Ryan Reynolds,Samantha Mathis,Erik Palladino,Buried
Richard Ayoade,Comedy Drama Romance,Craig Roberts,Paddy Considine,Sally Hawkins,Submarine
Jehane Noujaim,Documentary Drama History News,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,The Square
Pascal Arnold,Drama,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,One to Another
Kimberly Peirce,Drama Fantasy Horror,Chloë Grace Moretz,Judy Greer,Portia Doubleday,Carrie
Remo,Drama Musical,Lauren Gottlieb,Remo,Prabhudheva,ABCD (Any Body Can Dance)
Wes Craven,Horror,Johnny Depp,Lin Shaye,Amanda Wyss,A Nightmare on Elm Street
James Marsh,Biography Crime Documentary History Thriller,Paul McGill,Philippe Petit,Jean-Louis Blondeau,Man on Wire
John Laing,Drama,Siobhan Marshall,Peter Feeney,Rachel Nash,Abandoned
Jamal Hill,Drama,Logan Browning,Adam Ratcliffe,Faizon Love,Brotherly Love
Daniel Stamm,Drama Horror Thriller,Caleb Landry Jones,Ashley Bell,Patrick Fabian,The Last Exorcism
Sam Taylor-Johnson,Biography Drama Music,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,Nowhere Boy
Elia Kazan,Drama,Marlon Brando,Karl Malden,Kim Hunter,A Streetcar Named Desire
Stanley Kubrick,Comedy,George C. Scott,Slim Pickens,Keenan Wynn,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
Carlos Carrera,Drama Romance,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,El crimen del padre Amaro
Benh Zeitlin,Drama Fantasy,Quvenzhané Wallis,Gina Montana,Dwight Henry,Beasts of the Southern Wild
J. Lee Thompson,Action Sci-Fi,Roddy McDowall,Paul Williams,Claude Akins,Battle for the Planet of the Apes
Maggie Greenwald,Drama Music,Aidan Quinn,David Patrick Kelly,Jane Adams,Songcatcher
Vera Farmiga,Drama,Donna Murphy,Bill Irwin,Michael Chernus,Higher Ground
Vijay Chandar,Comedy Romance,Hansika Motwani,T.R. Silambarasan,Brahmanandam,Vaalu
Morgan Spurlock,Comedy Documentary,Quentin Tarantino,J.J. Abrams,Donald Trump,The Greatest Movie Ever Sold
Jonathan Wacks,Comedy Horror,Steve Buscemi,Gary Farmer,Jon Gries,Ed and His Dead Mother
Khyentse Norbu,Adventure Drama,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,Travelers and Magicians
Ted Post,Western,Clint Eastwood,Bruce Dern,Alan Hale Jr.,Hang 'Em High
Richard Brooks,Crime Drama Film-Noir,Humphrey Bogart,Jim Backus,Kim Hunter,Deadline - U.S.A.
Tony Krantz,Horror Thriller,George Newbern,Tom Cavanagh,Cas Anvar,Sublime
Mitchell Altieri,Comedy Horror Thriller,Kimberley Crossman,Luke Edwards,Bree Williamson,A Beginner's Guide to Snuff
W.D. Hogan,Action Sci-Fi,Tom Everett Scott,Keenan Tracey,Nicholas Carella,Independence Daysaster
Corey Grant,Comedy Drama,Christian Keyes,Essence Atkins,Tatyana Ali,Dysfunctional Friends
Tom Tykwer,Crime Drama,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,Run Lola Run
Lucky McKee,Drama Horror,James Duval,Will Estes,Nora Zehetner,May
Richard Boddington,Adventure Family,Natasha Henstridge,CJ Adams,Erin Pitt,Against the Wild
David Hunt,Horror,Matthew Alan,Chris Cleveland,Circus-Szalewski,Living Dark: The Story of Ted the Caver
Patricia Riggen,Adventure Drama,America Ferrera,Eugenio Derbez,Kate del Castillo,Under the Same Moon
J. Lee Thompson,Action Sci-Fi,Roddy McDowall,Gordon Jump,John Randolph,Conquest of the Planet of the Apes
Todd Field,Crime Drama,Tom Wilkinson,Sissy Spacek,Karen Allen,In the Bedroom
Steven R. Monroe,Horror Thriller,Sarah Butler,Chad Lindberg,Daniel Franzese,I Spit on Your Grave
Mark Illsley,Comedy Crime Romance,Ally Walker,Illeana Douglas,Jeremy Northam,"Happy, Texas"
Pawel Pawlikowski,Drama Romance,Paddy Considine,Natalie Press,Dean Andrews,My Summer of Love
Ritesh Batra,Drama Romance,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,The Lunchbox
Sally Potter,Drama Romance,Shirley Henderson,Joan Allen,Stephanie Leonidas,Yes
Frank Capra,Comedy Drama Romance,Jean Arthur,Ann Miller,Lionel Barrymore,You Can't Take It with You
Fred Zinnemann,Drama Romance War,Montgomery Clift,Donna Reed,Deborah Kerr,From Here to Eternity
John Ford,Western,Harry Carey Jr.,Ben Johnson,Victor McLaglen,She Wore a Yellow Ribbon
Brad J. Silverman,Drama Music,Shawnee Smith,Michael Welch,Anthony Reynolds,Grace Unplugged
Dave Meyers,Comedy Drama,Eddie Griffin,Clifton Powell,Marla Gibbs,Foolish
David M. Matthews,Crime Drama Thriller,Essence Atkins,Lamman Rucker,Tempestt Bledsoe,N-Secure
Nadine Labaki,Comedy Drama Romance,Yasmine Al Massri,Adel Karam,Nadine Labaki,Caramel
Lluís Quílez,Horror Thriller,Stephen Rea,Pixie Davies,Alejandro Furth,Out of the Dark
Eytan Fox,Comedy Drama Romance,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid,The Bubble
Francis Ford Coppola,Drama Mystery Thriller,Harrison Ford,Teri Garr,Cindy Williams,The Conversation
Romesh Sharma,Romance,Annabelle Wallis,Revathy,Bhoomika Chawla,Dil Jo Bhi Kahey...
François Truffaut,Crime Drama Romance,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet,Mississippi Mermaid
Adam Goldberg,Drama Mystery,Judy Greer,Marisa Coughlan,Nicky Katt,I Love Your Work
Travis Zariwny,Horror,Dustin Ingram,Gage Golightly,Samuel Davis,Cabin Fever
Zack Snyder,Action Horror Thriller,Ty Burrell,Kevin Zegers,Mekhi Phifer,Dawn of the Dead
Adrienne Shelly,Comedy Drama Romance,Lew Temple,Cheryl Hines,Eddie Jemison,Waitress
Newt Arnold,Action Biography Drama Sport,Bolo Yeung,Donald Gibb,Ken Siu,Bloodsport
Frank Capra,Comedy Drama,Claude Rains,Jean Arthur,Thomas Mitchell,Mr. Smith Goes to Washington
Larry Clark,Drama,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,Kids
Noah Baumbach,Comedy Drama,William Baldwin,Elizabeth Meriwether,Owen Kline,The Squid and the Whale
Charles Herman-Wurmfeld,Comedy Drama Romance,Scott Cohen,Jennifer Westfeldt,Brian Stepanek,Kissing Jessica Stein
Yimou Zhang,Comedy Drama,Honglei Sun,Ni Yan,Dahong Ni,"A Woman, a Gun and a Noodle Shop"
John Stockwell,Action,Matthew Ziff,T.J. Storm,Sam Medina,Kickboxer: Vengeance
Alfred Hitchcock,Film-Noir Mystery Romance Thriller,Norman Lloyd,Rhonda Fleming,Leo G. Carroll,Spellbound
Atom Egoyan,Drama Mystery Romance,Bruce Greenwood,Mia Kirshner,Sarah Polley,Exotica
Vincent Gallo,Comedy Crime Drama Romance,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent,Buffalo '66
James Wan,Fantasy Horror Mystery Thriller,Lin Shaye,Barbara Hershey,Philip Friedman,Insidious
Alex Cox,Comedy Crime Sci-Fi Thriller,Del Zamora,Tracey Walter,Miguel Sandoval,Repo Man
Fabián Bielinsky,Crime Drama Thriller,Ricardo Darín,Gastón Pauls,Leticia Brédice,Nine Queens
Dror Moreh,Documentary War,Ami Ayalon,Yuval Diskin,Yaakov Peri,The Gatekeepers
Rebecca Miller,Drama,Beau Bridges,Susanna Thompson,Ryan McDonald,The Ballad of Jack and Rose
Maggie Carey,Comedy Romance,Donald Glover,Alia Shawkat,Scott Porter,The To Do List
Roger Avary,Crime Drama Thriller,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade,Killing Zoe
Henry Bean,Drama,Ryan Gosling,Theresa Russell,Summer Phoenix,The Believer
David Gordon Green,Drama Romance,Michael Angarano,Connor Paolo,Tom Noonan,Snow Angels
Simeon Rice,Action Horror Thriller,Ward G. Smith,Lisa Brave,Malone Thomas,Unsullied
Brad Anderson,Horror Mystery,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden,Session 9
Jeff Garlin,Comedy Romance,Jessy Schram,Jeff Garlin,Joey Slotnick,I Want Someone to Eat Cheese With
Qasim Basir,Drama Family,Dorian Missick,Nia Long,Evan Ross,Mooz-Lum
Adam Green,Comedy Horror,Joel David Moore,Kane Hodder,Joel Murray,Hatchet
Charles Chaplin,Comedy Drama Family,Paulette Goddard,Stanley Blystone,Fred Malatesta,Modern Times
Pete Jones,Drama,Brian Dennehy,Aidan Quinn,Bonnie Hunt,Stolen Summer
Bruce Campbell,Comedy Fantasy,Ted Raimi,Dan Hicks,Timothy Patrick Quill,My Name Is Bruce
Mark Brown,Comedy Drama,Vivica A. Fox,Monica Calhoun,Garrett Morris,The Salon
Adam Carolla,Comedy,Jay Mohr,Jim O'Heir,David Alan Grier,Road Hard
Ira Sachs,Drama Music Romance,Rip Torn,Jenny O'Hara,Darren E. Burrows,Forty Shades of Blue
John Sayles,Drama War,Brian Lee Franklin,John Arcilla,Ronnie Lazaro,Amigo
Bruce McDonald,Fantasy Horror,Stephen McHattie,Georgina Reilly,Boyd Banks,Pontypool
James Mottern,Drama,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence,Trucker
Jaime Zevallos,Comedy Drama Romance,Angela Sarafyan,Jaime Zevallos,Michael Elian,Me You and Five Bucks
Rob Zombie,Drama Fantasy Horror Thriller,Sid Haig,Dee Wallace,Michael Berryman,The Lords of Salem
Gerard Johnstone,Comedy Horror Mystery,Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes,Housebound
Robert Greenwald,Documentary,Lee Scott,Jon Hunter,Matt Hunter,Wal-Mart: The High Cost of Low Price
David Ray,Drama Fantasy Romance,Nicole Muñoz,Sarah Lind,Kyla Wise,Fetching Cody
Dave Rodriguez,Comedy Drama,Chazz Palminteri,Michael Rapaport,Paul Sorvino,Once Upon a Time in Queens
Nae Caranfil,Comedy Drama,Monica Barladeanu,Joe Armstrong,Martin Hancock,Closer to the Moon
David Winning,Sci-Fi,Ashanti,Amber Marshall,John DeSantis,Mutant World
Frank Lotito,Comedy Drama Family,Brighton Sharbino,Jake Busey,Tim Guinee,Growing Up Smith
Timothy Woodward Jr.,Action Crime Thriller,Katrina Law,Johnny Messner,Michael Paré,Checkmate
Christopher McQuarrie,Action Crime Mystery Thriller,Tom Cruise,Robert Duvall,David Oyelowo,Jack Reacher
Tara Subkoff,Drama Horror Mystery Thriller,Timothy Hutton,Balthazar Getty,Lydia Hearst,#Horror
Russell Friedenberg,Action Horror Thriller,Rudy Youngblood,Glen Powell,Kiowa Gordon,Wind Walkers
William Cottrell,Animation Family Fantasy Musical,Adriana Caselotti,Billy Gilbert,Lucille La Verne,Snow White and the Seven Dwarfs
Lucrecia Martel,Drama,Mía Maestro,Mercedes Morán,María Alche,The Holy Girl
Edward Dmytryk,Western,Brigitte Bardot,Woody Strode,Honor Blackman,Shalako
Zak Penn,Adventure Comedy Horror,Zak Penn,Gabriel Beristain,John Bailey,Incident at Loch Ness
Alex Ranarivelo,Drama,Lea Thompson,Christina Moore,Cullen Douglas,The Dog Lover
Jon Knautz,Horror Thriller,Camren Bicondova,Adam DiMarco,Chasty Ballesteros,Girl House
Mathieu Amalric,Crime Romance Thriller,Mathieu Amalric,Léa Drucker,Laurent Poitrenaux,The Blue Room
David Worth,Horror Thriller,Jessica Szohr,Jonathan Mangum,Angela Jones,House at the End of the Drive
Leslie H. Martinson,Adventure Comedy Family,Burgess Meredith,Cesar Romero,Burt Ward,Batman: The Movie
Guy Ritchie,Comedy Crime,Jason Statham,Jason Flemyng,Dexter Fletcher,"Lock, Stock and Two Smoking Barrels"
Robert M. Young,Western,Barry Corbin,Bruce McGill,Ned Beatty,The Ballad of Gregorio Cortez
Not Available,Action Crime Drama Mystery,Karl Malden,Michael Douglas,Not Available,The Streets of San Francisco
Thomas Vinterberg,Drama,Ulrich Thomsen,Paprika Steen,Trine Dyrholm,The Celebration
Steve Buscemi,Comedy Drama,Steve Buscemi,Debi Mazar,Carol Kane,Trees Lounge
Ham Tran,Drama,Long Nguyen,Kieu Chinh,Cat Ly,Journey from the Fall
Rich Cowan,Drama,Eric Dane,Karen Allen,Peter Coyote,The Basket
Boris Rodriguez,Comedy Horror,Stephen McHattie,Thure Lindhardt,Georgina Reilly,Eddie: The Sleepwalking Cannibal
Harold Becker,Action Crime Drama Thriller,Bruce Willis,Miko Hughes,Carrie Preston,Mercury Rising
Not Available,Drama Sci-Fi,James Morrison,Tucker Smallwood,Kristen Cloke,Space: Above and Beyond
Sadyk Sher-Niyaz,Action Biography Drama History,Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev,Queen of the Mountains
Paul Donovan,Action Sci-Fi,Maury Chaykin,Lenore Zann,Tim Choate,Def-Con 4
Jonathan Kesselman,Comedy,Judy Greer,Adam Goldberg,Tony Cox,The Hebrew Hammer
Arjun Sablok,Comedy Musical Romance,Abhishek Bachchan,Uday Chopra,Samantha McLeod,Neal 'N' Nikki
Craig Moss,Comedy,Noureen DeWulf,Bryan Callen,Matt Crabtree,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It
Tyler Oliver,Horror Romance Thriller,Bella Thorne,Chloe Bridges,Christopher Atkins,Forget Me Not
Alfred Hitchcock,Drama Film-Noir Mystery Thriller,Laurence Olivier,Joan Fontaine,George Sanders,Rebecca
Steve Miner,Horror Mystery Thriller,Betsy Palmer,Adrienne King,Amy Steel,Friday the 13th Part 2
Billy Wilder,Drama Film-Noir,Ray Milland,Jane Wyman,Frank Faylen,The Lost Weekend
Douglas Cheek,Horror Sci-Fi,Daniel Stern,John Heard,Sam McMurray,C.H.U.D.
